datetime,load
2012-01-01 0:00,18.26203209
2012-01-01 0:15,16.92513369
2012-01-01 0:30,18.26203209
2012-01-01 0:45,20.93582888
2012-01-01 1:00,18.26203209
2012-01-01 1:15,16.92513369
2012-01-01 1:30,16.92513369
2012-01-01 1:45,15.58823529
2012-01-01 2:00,15.58823529
2012-01-01 2:15,16.92513369
2012-01-01 2:30,16.92513369
2012-01-01 2:45,16.92513369
2012-01-01 3:00,18.26203209
2012-01-01 3:15,16.92513369
2012-01-01 3:30,15.58823529
2012-01-01 3:45,16.92513369
2012-01-01 4:00,15.58823529
2012-01-01 4:15,16.92513369
2012-01-01 4:30,18.26203209
2012-01-01 4:45,15.58823529
2012-01-01 5:00,16.92513369
2012-01-01 5:15,19.59893048
2012-01-01 5:30,19.59893048
2012-01-01 5:45,19.59893048
2012-01-01 6:00,18.26203209
2012-01-01 6:15,16.92513369
2012-01-01 6:30,18.26203209
2012-01-01 6:45,20.93582888
2012-01-01 7:00,16.92513369
2012-01-01 7:15,15.58823529
2012-01-01 7:30,16.92513369
2012-01-01 7:45,15.58823529
2012-01-01 8:00,15.58823529
2012-01-01 8:15,15.58823529
2012-01-01 8:30,15.58823529
2012-01-01 8:45,15.58823529
2012-01-01 9:00,16.92513369
2012-01-01 9:15,16.92513369
2012-01-01 9:30,15.58823529
2012-01-01 9:45,16.92513369
2012-01-01 10:00,14.2513369
2012-01-01 10:15,14.2513369
2012-01-01 10:30,15.58823529
2012-01-01 10:45,12.9144385
2012-01-01 11:00,14.2513369
2012-01-01 11:15,16.92513369
2012-01-01 11:30,15.58823529
2012-01-01 11:45,15.58823529
2012-01-01 12:00,18.26203209
2012-01-01 12:15,14.2513369
2012-01-01 12:30,12.9144385
2012-01-01 12:45,15.58823529
2012-01-01 13:00,16.92513369
2012-01-01 13:15,14.2513369
2012-01-01 13:30,14.2513369
2012-01-01 13:45,14.2513369
2012-01-01 14:00,15.58823529
2012-01-01 14:15,15.58823529
2012-01-01 14:30,12.9144385
2012-01-01 14:45,15.58823529
2012-01-01 15:00,18.26203209
2012-01-01 15:15,12.9144385
2012-01-01 15:30,14.2513369
2012-01-01 15:45,14.2513369
2012-01-01 16:00,14.2513369
2012-01-01 16:15,15.58823529
2012-01-01 16:30,16.92513369
2012-01-01 16:45,12.9144385
2012-01-01 17:00,14.2513369
2012-01-01 17:15,15.58823529
2012-01-01 17:30,14.2513369
2012-01-01 17:45,14.2513369
2012-01-01 18:00,15.58823529
2012-01-01 18:15,15.58823529
2012-01-01 18:30,14.2513369
2012-01-01 18:45,16.92513369
2012-01-01 19:00,16.92513369
2012-01-01 19:15,16.92513369
2012-01-01 19:30,16.92513369
2012-01-01 19:45,15.58823529
2012-01-01 20:00,15.58823529
2012-01-01 20:15,15.58823529
2012-01-01 20:30,15.58823529
2012-01-01 20:45,15.58823529
2012-01-01 21:00,19.59893048
2012-01-01 21:15,15.58823529
2012-01-01 21:30,15.58823529
2012-01-01 21:45,15.58823529
2012-01-01 22:00,14.2513369
2012-01-01 22:15,15.58823529
2012-01-01 22:30,18.26203209
2012-01-01 22:45,16.92513369
2012-01-01 23:00,14.2513369
2012-01-01 23:15,16.92513369
2012-01-01 23:30,15.58823529
2012-01-01 23:45,15.58823529
2012-01-02 0:00,15.58823529
2012-01-02 0:15,15.58823529
2012-01-02 0:30,15.58823529
2012-01-02 0:45,18.26203209
2012-01-02 1:00,16.92513369
2012-01-02 1:15,16.92513369
2012-01-02 1:30,15.58823529
2012-01-02 1:45,15.58823529
2012-01-02 2:00,14.2513369
2012-01-02 2:15,18.26203209
2012-01-02 2:30,16.92513369
2012-01-02 2:45,16.92513369
2012-01-02 3:00,18.26203209
2012-01-02 3:15,15.58823529
2012-01-02 3:30,14.2513369
2012-01-02 3:45,15.58823529
2012-01-02 4:00,15.58823529
2012-01-02 4:15,16.92513369
2012-01-02 4:30,18.26203209
2012-01-02 4:45,14.2513369
2012-01-02 5:00,14.2513369
2012-01-02 5:15,16.92513369
2012-01-02 5:30,16.92513369
2012-01-02 5:45,16.92513369
2012-01-02 6:00,16.92513369
2012-01-02 6:15,14.2513369
2012-01-02 6:30,14.2513369
2012-01-02 6:45,19.59893048
2012-01-02 7:00,16.92513369
2012-01-02 7:15,14.2513369
2012-01-02 7:30,16.92513369
2012-01-02 7:45,15.58823529
2012-01-02 8:00,66.43048128
2012-01-02 8:15,129.6657754
2012-01-02 8:30,133.6898396
2012-01-02 8:45,132.3529412
2012-01-02 9:00,126.9786096
2012-01-02 9:15,122.9545455
2012-01-02 9:30,122.9545455
2012-01-02 9:45,112.2192513
2012-01-02 10:00,108.1951872
2012-01-02 10:15,109.5454545
2012-01-02 10:30,106.8582888
2012-01-02 10:45,105.5213904
2012-01-02 11:00,102.8342246
2012-01-02 11:15,114.9064171
2012-01-02 11:30,105.5213904
2012-01-02 11:45,120.2673797
2012-01-02 12:00,132.3529412
2012-01-02 12:15,121.6176471
2012-01-02 12:30,117.5935829
2012-01-02 12:45,132.3529412
2012-01-02 13:00,124.2914439
2012-01-02 13:15,125.6417112
2012-01-02 13:30,109.5454545
2012-01-02 13:45,121.6176471
2012-01-02 14:00,120.2673797
2012-01-02 14:15,117.5935829
2012-01-02 14:30,113.5695187
2012-01-02 14:45,120.2673797
2012-01-02 15:00,121.6176471
2012-01-02 15:15,133.6898396
2012-01-02 15:30,121.6176471
2012-01-02 15:45,116.2433155
2012-01-02 16:00,120.2673797
2012-01-02 16:15,124.2914439
2012-01-02 16:30,133.6898396
